taxonid_iucn,code,title,timing,scope,severity,score,invasive
132450926,6.3,Work & other activities,Unknown,Minority (<50%),Negligible declines,Unknown,
132450926,8.1,Invasive non-native/alien species/diseases,"Past, Unlikely to Return",Majority (50-90%),Rapid Declines,Past Impact,
132450926,8.1,Invasive non-native/alien species/diseases (Felis catus),Ongoing,Unknown,Negligible declines,Unknown,Felis catus
132450926,8.1,Invasive non-native/alien species/diseases (Mus musculus),"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,Mus musculus
132450926,8.1.1,Unspecified species,"Past, Unlikely to Return",Majority (50-90%),Rapid Declines,Past Impact,
132450926,8.1.2,Named species (Felis catus),Ongoing,Unknown,Negligible declines,Unknown,Felis catus
132450926,8.1.2,Named species (Mus musculus),"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,Mus musculus
184707,9.3,Agricultural & forestry effluents,Future,,,No/Negligible Impact: 1,
184707,9.3.4,Type Unknown/Unrecorded,Future,,,No/Negligible Impact: 1,
184586,7.2,Dams & water management/use,Future,,,No/Negligible Impact: 1,
184586,7.2.11,Dams (size unknown),Future,,,No/Negligible Impact: 1,
184586,9.1,Domestic & urban waste water,Future,,,No/Negligible Impact: 1,
184586,9.1.3,Type Unknown/Unrecorded,Future,,,No/Negligible Impact: 1,
184586,9.3,Agricultural & forestry effluents,Future,,,No/Negligible Impact: 1,
184586,9.3.2,"Soil erosion, sedimentation",Future,,,No/Negligible Impact: 1,
184671,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
184671,7.2,Dams & water management/use,Future,,,No/Negligible Impact: 1,
184671,7.2.11,Dams (size unknown),Future,,,No/Negligible Impact: 1,
184671,9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,
184671,9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
184671,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
184671,9.3.2,"Soil erosion, sedimentation",Ongoing,,,Low Impact: 3,
15179167,1.1,Housing & urban areas,Ongoing,Minority (<50%),Unknown,Unknown,
15179167,2.1,Annual & perennial non-timber crops,Future,Unknown,Unknown,Unknown,
15179167,2.1.4,Scale Unknown/Unrecorded,Future,Unknown,Unknown,Unknown,
15179167,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
15179167,7.2.11,Dams (size unknown),Ongoing,Unknown,Unknown,Unknown,
97167384,10.1,Volcanoes,Future,Whole (>90%),Very Rapid Declines,Medium Impact: 7,
97167384,11.1,Habitat shifting & alteration,Future,Whole (>90%),"Slow, Significant Declines",Low Impact: 5,
97167384,11.2,Droughts,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
97167384,2.2,Wood & pulp plantations,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
97167384,2.2.1,Small-holder plantations,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
97167384,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
97167384,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
97167384,8.1,Invasive non-native/alien species/diseases (Gambusia holbrooki),Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,Gambusia holbrooki
97167384,8.1.1,Unspecified species (Gambusia holbrooki),Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,Gambusia holbrooki
97167384,8.2,Problematic native species/diseases (Gambusia holbrooki),Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,Gambusia holbrooki
97167384,8.2.2,Named species (Gambusia holbrooki),Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,Gambusia holbrooki
97167384,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
97167384,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
97167384,9.3.1,Nutrient loads,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
97167384,9.3.3,Herbicides and pesticides,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
60280,11.1,Habitat shifting & alteration,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
60280,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,
60280,2.1.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Rapid Declines,Unknown,
60280,5.3,Logging & wood harvesting,Ongoing,Unknown,Rapid Declines,Unknown,
60280,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Rapid Declines,Unknown,
60280,7.2,Dams & water management/use,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
60280,7.2.4,Abstraction of surface water (unknown use),Ongoing,Unknown,"Slow, Significant Declines",Unknown,
60280,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Rapid Declines,Unknown,
60280,9.3.4,Type Unknown/Unrecorded,Ongoing,Unknown,Rapid Declines,Unknown,
58672,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
58672,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
58672,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
58672,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
58672,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
80582646,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
80582646,2.1.1,Shifting agriculture,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
80582646,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
80582646,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
80582646,2.3.1,Nomadic grazing,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
80582646,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
80582646,3.2,Mining & quarrying,Future,Minority (<50%),Rapid Declines,Low Impact: 4,
80582646,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
80582646,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22715457,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22715457,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22715457,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Rapid Declines,,
22715457,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,,
39889,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
39889,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
39889,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
39889,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
39889,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
39889,2.2.1,Small-holder plantations,Ongoing,,,Low Impact: 3,
39889,2.2.2,Agro-industry plantations,Ongoing,,,Low Impact: 3,
39889,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
39889,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
39889,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
39889,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
39889,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,
10543,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
10543,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
10543,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
10543,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
10543,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
10543,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
10543,2.2.1,Small-holder plantations,Ongoing,,,Low Impact: 3,
10543,2.2.2,Agro-industry plantations,Ongoing,,,Low Impact: 3,
10543,3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,
10543,4.1,Roads & railroads,Ongoing,,,Low Impact: 3,
10543,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
10543,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
10543,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
10543,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,
10543,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
10543,7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
39879,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
39879,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
39879,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
39879,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
39879,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
39879,2.2.1,Small-holder plantations,Ongoing,,,Low Impact: 3,
39879,2.2.2,Agro-industry plantations,Ongoing,,,Low Impact: 3,
39879,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
39879,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
39879,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
39879,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
39879,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
39879,7.2.3,Abstraction of surface water (agricultural use),Ongoing,,,Low Impact: 3,
39890,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39890,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39890,2.2,Wood & pulp plantations,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39890,2.2.2,Agro-industry plantations,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39890,3.2,Mining & quarrying,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
39890,4.1,Roads & railroads,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
39890,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39890,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39890,5.1.2,Unintentional effects (species is not the target),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39890,7.1,Fire & fire suppression,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
39890,7.1.1,Increase in fire frequency/intensity,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
10547,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
10547,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
10547,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
10547,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
10547,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
10547,2.2.1,Small-holder plantations,Ongoing,,,Low Impact: 3,
10547,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
10547,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
10547,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
10547,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
10548,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
10548,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
10548,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
10548,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
10548,4.1,Roads & railroads,Ongoing,,,Low Impact: 3,
10548,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
10548,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
10548,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
10548,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
39882,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
39882,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
39882,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
39882,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
39882,2.2.1,Small-holder plantations,Ongoing,,,Low Impact: 3,
39882,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
39882,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
39882,5.1.2,Unintentional effects (species is not the target),Ongoing,,,Low Impact: 3,
39882,6.2,"War, civil unrest & military exercises",Ongoing,,,Low Impact: 3,
39881,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
39881,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
39881,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
39881,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
39881,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
39881,2.2.1,Small-holder plantations,Ongoing,,,Low Impact: 3,
39881,2.2.2,Agro-industry plantations,Ongoing,,,Low Impact: 3,
39881,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
39881,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
39881,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
39881,5.3.2,Intentional use: (large scale) [harvest],Ongoing,,,Low Impact: 3,
39881,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
39881,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,
39881,6.2,"War, civil unrest & military exercises",Ongoing,,,Low Impact: 3,
39884,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
39884,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
39884,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
39884,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
39884,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
39884,2.2.1,Small-holder plantations,Ongoing,,,Low Impact: 3,
39884,2.2.2,Agro-industry plantations,Ongoing,,,Low Impact: 3,
39884,4.1,Roads & railroads,Ongoing,,,Low Impact: 3,
39884,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
39884,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
39884,5.1.2,Unintentional effects (species is not the target),Ongoing,,,Low Impact: 3,
10550,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
10550,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
10550,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
10550,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
10550,2.2.1,Small-holder plantations,Ongoing,,,Low Impact: 3,
10550,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
10550,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
10550,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
10550,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
39888,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
39888,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
39888,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
39888,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
39888,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
39888,2.2.1,Small-holder plantations,Ongoing,,,Low Impact: 3,
39888,2.2.2,Agro-industry plantations,Ongoing,,,Low Impact: 3,
39888,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
39888,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
39888,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
39888,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
39888,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
39888,7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
10552,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
10552,1.2,Commercial & industrial areas,Ongoing,,,Low Impact: 3,
10552,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
10552,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
10552,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
10552,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
10552,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
10552,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
10552,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
10552,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
10552,7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
10552,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
10552,7.2.11,Dams (size unknown),Ongoing,,,Low Impact: 3,
103867212,1.1,Housing & urban areas,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
103867212,11.1,Habitat shifting & alteration,Future,Whole (>90%),Unknown,Unknown,
103867212,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
103867212,2.1.1,Shifting agriculture,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
103867212,2.2,Wood & pulp plantations,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
103867212,2.2.1,Small-holder plantations,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
103867212,2.2.2,Agro-industry plantations,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
103867212,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
103867212,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
10591,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
10591,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
10591,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
10591,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
10591,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
10591,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
45054,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
45054,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
45054,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
45054,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
45054,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
22687749,11.1,Habitat shifting & alteration,Future,Whole (>90%),Unknown,Unknown,
22687749,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22687749,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22687749,3.1,Oil & gas drilling,Future,Majority (50-90%),Rapid Declines,Low Impact: 5,
10606,1.1,Housing & urban areas,Ongoing,,,,
10606,2.1,Annual & perennial non-timber crops,Ongoing,,,,
10606,2.1.1,Shifting agriculture,Ongoing,,,,
10606,2.1.2,Small-holder farming,Ongoing,,,,
10606,5.3,Logging & wood harvesting,Ongoing,,,,
10606,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,,
55436,2.1,Annual & perennial non-timber crops,Ongoing,,,,
55436,2.1.2,Small-holder farming,Ongoing,,,,
55436,9.3,Agricultural & forestry effluents,Ongoing,,,,
55436,9.3.4,Type Unknown/Unrecorded,Ongoing,,,,
55455,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
55455,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
55455,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
55455,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
55455,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
55455,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
55455,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
55455,8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,Batrachochytrium dendrobatidis
55455,8.1.2,Named species (Batrachochytrium dendrobatidis),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,Batrachochytrium dendrobatidis
78965851,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
78965851,2.1.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
78965851,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
78965851,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
78965851,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
78965851,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
78965851,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,
78965851,8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Ongoing,,,Low Impact: 3,Batrachochytrium dendrobatidis
78965851,8.1.2,Named species (Batrachochytrium dendrobatidis),Ongoing,,,Low Impact: 3,Batrachochytrium dendrobatidis
78965851,8.4,Problematic species/disease of unknown origin (Oncorhynchus mykiss),Ongoing,,,Low Impact: 3,Oncorhynchus mykiss
78965851,8.4.2,Named species (Oncorhynchus mykiss),Ongoing,,,Low Impact: 3,Oncorhynchus mykiss
78965851,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
78965851,9.3.3,Herbicides and pesticides,Ongoing,,,Low Impact: 3,
150088903,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
150088903,2.1.2,Small-holder farming,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
150088903,2.3,Livestock farming & ranching,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
150088903,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,"Slow, Significant Declines",Unknown,
150088903,7.2,Dams & water management/use,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
150088903,7.2.1,Abstraction of surface water (domestic use),Ongoing,Unknown,"Slow, Significant Declines",Unknown,
150088903,7.2.3,Abstraction of surface water (agricultural use),Ongoing,Unknown,"Slow, Significant Declines",Unknown,
55601,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
55601,2.1.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
55601,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
55601,2.3.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
55617,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
55617,2.1,Annual & perennial non-timber crops,Future,,,No/Negligible Impact: 1,
55617,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
55617,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
55617,2.1.3,Agro-industry farming,Future,,,No/Negligible Impact: 1,
55617,2.3,Livestock farming & ranching,Future,,,No/Negligible Impact: 1,
55617,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
55617,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
55617,2.3.3,"Agro-industry grazing, ranching or farming",Future,,,No/Negligible Impact: 1,
55617,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
55617,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
55617,8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Ongoing,,,Low Impact: 3,Batrachochytrium dendrobatidis
55617,8.1.2,Named species (Batrachochytrium dendrobatidis),Ongoing,,,Low Impact: 3,Batrachochytrium dendrobatidis
55617,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
55617,9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
55643,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
55643,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
55643,3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,
55643,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
55643,9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
55663,2.1,Annual & perennial non-timber crops,Future,,,No/Negligible Impact: 1,
55663,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
55663,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
55663,2.1.3,Agro-industry farming,Future,,,No/Negligible Impact: 1,
55663,2.3,Livestock farming & ranching,Future,,,No/Negligible Impact: 1,
55663,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
55663,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
55663,2.3.3,"Agro-industry grazing, ranching or farming",Future,,,No/Negligible Impact: 1,
55663,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
55663,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
55663,8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Future,,,No/Negligible Impact: 1,Batrachochytrium dendrobatidis
55663,8.1.2,Named species (Batrachochytrium dendrobatidis),Future,,,No/Negligible Impact: 1,Batrachochytrium dendrobatidis
158615,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
158615,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
158615,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
158615,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,
158615,4.2,Utility & service lines,Ongoing,Unknown,Unknown,Unknown,
158615,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
158615,5.3.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
158615,8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Ongoing,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
158615,8.1.2,Named species (Batrachochytrium dendrobatidis),Ongoing,Unknown,Unknown,Unknown,Batrachochytrium dendrobatidis
158615,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
158615,9.3.3,Herbicides and pesticides,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
158615,9.4,Garbage & solid waste,Ongoing,Unknown,,Unknown,
55169,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
55169,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
