taxonid_iucn,code,title,timing,scope,severity,score,invasive
39390,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
39390,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
39390,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
39390,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
39390,5.4.5,Persecution/control,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
39390,9.2,Industrial & military effluents,Future,Unknown,Unknown,Unknown,
39390,9.2.1,Oil spills,Future,Unknown,Unknown,Unknown,
39390,9.2.2,Seepage from mining,Future,Unknown,Unknown,Unknown,
176035869,3.2,Mining & quarrying,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
176035869,9.2,Industrial & military effluents,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
176035869,9.2.2,Seepage from mining,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
138359,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
138359,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
138359,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
138359,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
157579726,1.3,Tourism & recreation areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
157579726,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
157579726,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
157579726,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
157579726,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
18183,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18183,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18183,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18183,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18183,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18183,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18183,7.2,Dams & water management/use,Future,Whole (>90%),Rapid Declines,Medium Impact: 6,
18183,7.2,Dams & water management/use,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
18183,7.2.10,Large dams,Future,Whole (>90%),Rapid Declines,Medium Impact: 6,
18183,7.2.11,Dams (size unknown),Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
135988,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
135988,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
135988,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
135988,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
136142,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
136142,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
136142,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
136142,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
57980,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
57980,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
57980,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
57980,3.2,Mining & quarrying,"Past, Unlikely to Return",,,Past Impact,
57980,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
57980,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
57980,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
57980,7.1.1,Increase in fire frequency/intensity,Ongoing,Unknown,Unknown,Unknown,
57981,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
57981,2.2,Wood & pulp plantations,Future,Unknown,Unknown,Unknown,
57981,2.2.2,Agro-industry plantations,Future,Unknown,Unknown,Unknown,
57981,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
57981,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,
57981,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
57981,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
57982,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
57982,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
57982,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
57982,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
57983,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
57983,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
57983,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
57983,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
57983,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
57983,7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
18188,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
18188,7.2,Dams & water management/use,Unknown,Unknown,Unknown,Unknown,
18188,7.2.8,Abstraction of ground water (unknown use),Unknown,Unknown,Unknown,Unknown,
18188,9.1,Domestic & urban waste water,Unknown,Unknown,Unknown,Unknown,
18188,9.1.3,Type Unknown/Unrecorded,Unknown,Unknown,Unknown,Unknown,
18188,9.2,Industrial & military effluents,Ongoing,Unknown,Unknown,Unknown,
18188,9.2.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
18191,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
18191,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,
153827,4.3,Shipping lanes,Ongoing,Unknown,Unknown,Unknown,
153827,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
153827,7.2.11,Dams (size unknown),Ongoing,Unknown,Unknown,Unknown,
153827,8.1,Invasive non-native/alien species/diseases (Procambarus clarkii),Ongoing,Unknown,Unknown,Unknown,Procambarus clarkii
153827,8.1,Invasive non-native/alien species/diseases (Unspecified Cherax),Ongoing,Unknown,Unknown,Unknown,Unspecified Cherax
153827,8.1.2,Named species (Procambarus clarkii),Ongoing,Unknown,Unknown,Unknown,Procambarus clarkii
153827,8.1.2,Named species (Unspecified Cherax),Ongoing,Unknown,Unknown,Unknown,Unspecified Cherax
153827,9.1,Domestic & urban waste water,Ongoing,Unknown,Unknown,Unknown,
153827,9.1.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
153827,9.2,Industrial & military effluents,Ongoing,Unknown,Unknown,Unknown,
153827,9.2.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
18195,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
18195,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
18195,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
18195,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
18195,9.3.3,Herbicides and pesticides,Ongoing,Unknown,Unknown,Unknown,
153870,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
153870,2.3.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
153870,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
153870,7.2.1,Abstraction of surface water (domestic use),Ongoing,Unknown,Unknown,Unknown,
153777,4.3,Shipping lanes,Ongoing,Unknown,Unknown,Unknown,
153777,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Unknown,Unknown,
153777,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
153777,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
153777,7.2.11,Dams (size unknown),Ongoing,Unknown,Unknown,Unknown,
153777,8.1,Invasive non-native/alien species/diseases (Procambarus clarkii),Ongoing,Unknown,Unknown,Unknown,Procambarus clarkii
153777,8.1,Invasive non-native/alien species/diseases (Unspecified Cherax),Ongoing,Unknown,Unknown,Unknown,Unspecified Cherax
153777,8.1.2,Named species (Procambarus clarkii),Ongoing,Unknown,Unknown,Unknown,Procambarus clarkii
153777,8.1.2,Named species (Unspecified Cherax),Ongoing,Unknown,Unknown,Unknown,Unspecified Cherax
153777,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
153777,9.3.3,Herbicides and pesticides,Ongoing,Unknown,Unknown,Unknown,
18197,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
18197,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
18197,7.2.8,Abstraction of ground water (unknown use),Ongoing,Unknown,Unknown,Unknown,
18198,3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,
18198,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
18198,7.2.8,Abstraction of ground water (unknown use),Ongoing,Unknown,Unknown,Unknown,
18198,9.2,Industrial & military effluents,Ongoing,Unknown,Unknown,Unknown,
18198,9.2.2,Seepage from mining,Ongoing,Unknown,Unknown,Unknown,
18198,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
18198,9.3.3,Herbicides and pesticides,Ongoing,Unknown,Unknown,Unknown,
18198,9.4,Garbage & solid waste,Ongoing,,,Low Impact: 3,
18222,2.2,Wood & pulp plantations,Ongoing,Unknown,Unknown,Unknown,
18222,2.2.2,Agro-industry plantations,Ongoing,Unknown,Unknown,Unknown,
18200,3.2,Mining & quarrying,Ongoing,Whole (>90%),Unknown,Unknown,
18200,9.2,Industrial & military effluents,Ongoing,Majority (50-90%),Unknown,Unknown,
18200,9.2.2,Seepage from mining,Ongoing,Majority (50-90%),Unknown,Unknown,
18201,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,
18201,9.1,Domestic & urban waste water,Ongoing,Unknown,Unknown,Unknown,
18201,9.1.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
153958,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
153958,7.2.1,Abstraction of surface water (domestic use),Ongoing,Unknown,Unknown,Unknown,
18203,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
18203,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,
18203,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
18203,2.1.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
18203,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
18203,2.3.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
18203,6.1,Recreational activities,Ongoing,Unknown,Unknown,Unknown,
18203,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
18203,7.2.8,Abstraction of ground water (unknown use),Ongoing,Unknown,Unknown,Unknown,
18203,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
18203,9.3.1,Nutrient loads,Ongoing,Unknown,Unknown,Unknown,
18203,9.3.2,"Soil erosion, sedimentation",Ongoing,Unknown,Unknown,Unknown,
153887,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
153887,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,
153887,4.3,Shipping lanes,Ongoing,Unknown,Unknown,Unknown,
153887,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
153887,7.2.11,Dams (size unknown),Ongoing,Unknown,Unknown,Unknown,
18204,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
18204,7.2.5,Abstraction of ground water (domestic use),Ongoing,Unknown,Unknown,Unknown,
18204,7.2.6,Abstraction of ground water (commercial use),Ongoing,Unknown,Unknown,Unknown,
18204,7.2.7,Abstraction of ground water (agricultural use),Ongoing,Unknown,Unknown,Unknown,
18204,9.1,Domestic & urban waste water,Ongoing,Unknown,Unknown,Unknown,
18204,9.1.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
18211,3.2,Mining & quarrying,Ongoing,Unknown,Unknown,Unknown,
18211,4.1,Roads & railroads,Ongoing,Unknown,Unknown,Unknown,
18211,6.1,Recreational activities,Ongoing,Unknown,Unknown,Unknown,
18211,9.1,Domestic & urban waste water,Ongoing,Unknown,Unknown,Unknown,
18211,9.1.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
153947,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,
153947,7.2,Dams & water management/use,Unknown,Unknown,Unknown,Unknown,
153947,7.2.8,Abstraction of ground water (unknown use),Unknown,Unknown,Unknown,Unknown,
154019,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
154019,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
154019,7.2.1,Abstraction of surface water (domestic use),Ongoing,Unknown,Unknown,Unknown,
154019,9.1,Domestic & urban waste water,Ongoing,Unknown,Unknown,Unknown,
154019,9.1.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
18230,1.1,Housing & urban areas,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18230,1.3,Tourism & recreation areas,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
18230,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18230,2.3.1,Nomadic grazing,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18230,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
18230,4.1,Roads & railroads,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
18230,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
18230,5.1.1,Intentional use (species is the target),Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
22698155,10.3,Avalanches/landslides,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
22698155,11.4,Storms & flooding,"Past, Likely to Return",Majority (50-90%),Causing/Could cause fluctuations,Past Impact,
22698155,2.3,Livestock farming & ranching,"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,
22698155,2.3.3,"Agro-industry grazing, ranching or farming","Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,
22698155,5.1,Hunting & trapping terrestrial animals,Unknown,Minority (<50%),Negligible declines,Unknown,
22698155,5.1.1,Intentional use (species is the target),Unknown,Minority (<50%),Negligible declines,Unknown,
22698155,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22698155,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Unknown,Unknown,
22698155,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,
22698155,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22698155,8.1,Invasive non-native/alien species/diseases (Canis familiaris),"Past, Likely to Return",Minority (<50%),Causing/Could cause fluctuations,Past Impact,Canis familiaris
22698155,8.1,Invasive non-native/alien species/diseases (Felis catus),Ongoing,Majority (50-90%),No decline,Low Impact: 5,Felis catus
22698155,8.1,Invasive non-native/alien species/diseases (Sus domesticus),Future,Majority (50-90%),Rapid Declines,Low Impact: 5,Sus domesticus
22698155,8.1.2,Named species (Canis familiaris),"Past, Likely to Return",Minority (<50%),Causing/Could cause fluctuations,Past Impact,Canis familiaris
22698155,8.1.2,Named species (Felis catus),Ongoing,Majority (50-90%),No decline,Low Impact: 5,Felis catus
22698155,8.1.2,Named species (Sus domesticus),Future,Majority (50-90%),Rapid Declines,Low Impact: 5,Sus domesticus
22698155,9.6,Excess energy,Ongoing,Minority (<50%),Unknown,Unknown,
22698155,9.6.1,Light pollution,Ongoing,Minority (<50%),Unknown,Unknown,
137792643,3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,
163920,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
163920,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
159635769,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
159635769,7.2.1,Abstraction of surface water (domestic use),Ongoing,Unknown,Unknown,Unknown,
159635769,7.2.2,Abstraction of surface water (commercial use),Ongoing,Unknown,Unknown,Unknown,
159635769,9.1,Domestic & urban waste water,Ongoing,Unknown,Unknown,Unknown,
159635769,9.1.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
159635769,9.2,Industrial & military effluents,Ongoing,Unknown,Unknown,Unknown,
159635769,9.2.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
48283564,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
48283564,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
199543,11.2,Droughts,Ongoing,Whole (>90%),Unknown,Unknown,
199543,11.5,Other impacts,Future,Whole (>90%),Rapid Declines,Medium Impact: 6,
163682,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,
163682,2.1,Annual & perennial non-timber crops,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
163682,2.1.2,Small-holder farming,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
163682,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,
163682,2.2,Wood & pulp plantations,Ongoing,Unknown,Rapid Declines,Unknown,
163682,2.2.2,Agro-industry plantations,Ongoing,Unknown,Rapid Declines,Unknown,
163682,5.3,Logging & wood harvesting,Ongoing,Unknown,Rapid Declines,Unknown,
163682,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Rapid Declines,Unknown,
163682,7.1,Fire & fire suppression,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
163682,7.1.3,Trend Unknown/Unrecorded,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
139564263,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,
139564263,2.1.1,Shifting agriculture,Ongoing,Unknown,Rapid Declines,Unknown,
139564263,2.1.2,Small-holder farming,Ongoing,Unknown,Rapid Declines,Unknown,
139564263,5.3,Logging & wood harvesting,Ongoing,Unknown,Rapid Declines,Unknown,
139564263,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Rapid Declines,Unknown,
135437246,1.1,Housing & urban areas,Ongoing,Unknown,Rapid Declines,Unknown,
135437246,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,
135437246,2.1.2,Small-holder farming,Ongoing,Unknown,Rapid Declines,Unknown,
135437246,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,
135437246,5.3,Logging & wood harvesting,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
135437246,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,
135437246,7.1,Fire & fire suppression,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
135437246,7.1.1,Increase in fire frequency/intensity,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
122885292,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Very Rapid Declines,Unknown,
122885292,2.1.3,Agro-industry farming,Ongoing,Unknown,Very Rapid Declines,Unknown,
122885292,5.3,Logging & wood harvesting,Ongoing,Unknown,Rapid Declines,Unknown,
122885292,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Rapid Declines,Unknown,
122885292,7.1,Fire & fire suppression,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
122885292,7.1.1,Increase in fire frequency/intensity,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
122885292,8.2,Problematic native species/diseases (Ceriagrion cerinorubellum),Ongoing,Whole (>90%),Unknown,Unknown,Ceriagrion cerinorubellum
122885292,8.2.2,Named species (Ceriagrion cerinorubellum),Ongoing,Whole (>90%),Unknown,Unknown,Ceriagrion cerinorubellum
22731986,11.2,Droughts,Unknown,Majority (50-90%),Unknown,Unknown,
22731986,8.1,Invasive non-native/alien species/diseases (Philornis downsi),Ongoing,Majority (50-90%),Unknown,Unknown,Philornis downsi
22731986,8.1,Invasive non-native/alien species/diseases (Plasmodium relictum),Ongoing,Majority (50-90%),Unknown,Unknown,Plasmodium relictum
22731986,8.1,Invasive non-native/alien species/diseases (Rattus rattus),Ongoing,Majority (50-90%),Unknown,Unknown,Rattus rattus
22731986,8.1.2,Named species (Philornis downsi),Ongoing,Majority (50-90%),Unknown,Unknown,Philornis downsi
22731986,8.1.2,Named species (Plasmodium relictum),Ongoing,Majority (50-90%),Unknown,Unknown,Plasmodium relictum
22731986,8.1.2,Named species (Rattus rattus),Ongoing,Majority (50-90%),Unknown,Unknown,Rattus rattus
22731986,8.5,Viral/prion-induced diseases,Ongoing,Majority (50-90%),Unknown,Unknown,
22731986,8.5.2,Named species,Ongoing,Majority (50-90%),Unknown,Unknown,
18337,5.3,Logging & wood harvesting,Ongoing,,,,
18337,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,,
59762,7.2,Dams & water management/use,Ongoing,,,,
59762,7.2.8,Abstraction of ground water (unknown use),Ongoing,,,,
60262,7.2,Dams & water management/use,Ongoing,,,,
60262,7.2.8,Abstraction of ground water (unknown use),Ongoing,,,,
63219,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
63219,2.2.3,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
63219,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
63219,2.3.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
63219,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
63219,7.2.8,Abstraction of ground water (unknown use),Ongoing,,,Low Impact: 3,
63219,8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,
63219,8.1,Invasive non-native/alien species/diseases (Unspecified SALMONIDAE),Ongoing,,,Low Impact: 3,Unspecified SALMONIDAE
63219,8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,
63219,8.1.2,Named species (Unspecified SALMONIDAE),Ongoing,,,Low Impact: 3,Unspecified SALMONIDAE
143801549,11.2,Droughts,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
143801549,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
143801549,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
143801549,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
143801549,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
143801832,11.2,Droughts,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
143801832,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
143801832,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
143801832,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
143801832,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
143801912,11.2,Droughts,Ongoing,,,Low Impact: 3,
143801912,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
143801912,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
143801912,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
143801912,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
143801912,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
143801912,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
143801679,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
143801679,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
143801679,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
143801679,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
143801679,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
18359,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
18359,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
18359,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
18359,3.2,Mining & quarrying,Ongoing,Unknown,Unknown,Unknown,
18359,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
18359,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
18359,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
18359,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
18365,2.1,Annual & perennial non-timber crops,Ongoing,,,,
18365,2.1.2,Small-holder farming,Ongoing,,,,
18365,5.3,Logging & wood harvesting,Ongoing,,,,
18365,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,,
62289271,11.1,Habitat shifting & alteration,Future,Whole (>90%),Unknown,Unknown,
62289271,11.4,Storms & flooding,"Past, Likely to Return",Majority (50-90%),Rapid Declines,Past Impact,
62289271,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
62289271,2.1.4,Scale Unknown/Unrecorded,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
62289271,6.1,Recreational activities,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
62289271,6.3,Work & other activities,Ongoing,Majority (50-90%),Unknown,Unknown,
62289271,8.1,Invasive non-native/alien species/diseases (Felis catus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Felis catus
62289271,8.1,Invasive non-native/alien species/diseases (Rattus exulans),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Rattus exulans
62289271,8.1,Invasive non-native/alien species/diseases (Rattus rattus),Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,Rattus rattus
62289271,8.1.2,Named species (Felis catus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Felis catus
